1778625935.757615 server started (66537): version 3.6a, socket /tmp/tmux-1001/default, protocol 8
1778625935.757699 on Linux 7.0.5-1-aarch64-ARCH #1 SMP PREEMPT_DYNAMIC Fri May  8 09:46:42 UTC 2026
1778625935.757708 using libevent 2.1.12-stable poll
1778625935.757714 using ncurses 6.5 20240427
1778625936.964386 format_defaults: wp=none
1778625936.964393 format_expand1: expanding format: #{==:#{@catppuccin_status_pomodoro_plus_icon_bg},}
1778625936.964401 format_expand1: found #{}: ==:#{@catppuccin_status_pomodoro_plus_icon_bg},
1778625936.964407 format_replace: modifier 0 is ==
1778625936.964415 format_expand1: expanding format: #{@catppuccin_status_pomodoro_plus_icon_bg}
1778625936.964422 format_expand1: found #{}: @catppuccin_status_pomodoro_plus_icon_bg
1778625936.964433 format_replace: format '@catppuccin_status_pomodoro_plus_icon_bg' not found
1778625936.964440 format_replace: replaced '@catppuccin_status_pomodoro_plus_icon_bg' with ''
1778625936.964446 format_expand1: result is: 
1778625936.964452 format_replace: compare == left is: 
1778625936.964457 format_replace: compare == right is: 
1778625936.964464 format_replace: replaced '==:#{@catppuccin_status_pomodoro_plus_icon_bg},' with '1'
1778625936.964470 format_expand1: result is: 1
1778625936.964477 yylex_token: end at WS
1778625936.964481 yylex_token: set
1778625936.964486 yylex_token: end at WS
1778625936.964491 yylex_token: -gqF
1778625936.964499 yylex_token_variable: MODULE_NAME -> pomodoro_plus
1778625936.964505 yylex_token: end at WS
1778625936.964510 yylex_token: @catppuccin_status_pomodoro_plus_icon_bg
1778625936.964517 yylex_token_variable: MODULE_NAME -> pomodoro_plus
1778625936.964523 yylex_token: end at EOL
1778625936.964528 yylex_token: #{@catppuccin_pomodoro_plus_color}
1778625936.964535 yylex_get_word: %endif
1778625936.964541 yylex_get_word: %if
1778625936.964550 yylex_token_variable: MODULE_NAME -> pomodoro_plus
1778625936.964556 yylex_token: end at EOL
1778625936.964561 yylex_token: #{==:#{@catppuccin_status_pomodoro_plus_text_bg},}
1778625936.964567 cmd_find_best_session: 0 sessions to try
1778625936.964574 format_defaults: c=client-66720
1778625936.964578 format_defaults: s=none
1778625936.964583 format_defaults: wl=none
1778625936.964587 format_defaults: wp=none
1778625936.964594 format_expand1: expanding format: #{==:#{@catppuccin_status_pomodoro_plus_text_bg},}
1778625936.964601 format_expand1: found #{}: ==:#{@catppuccin_status_pomodoro_plus_text_bg},
1778625936.964607 format_replace: modifier 0 is ==
1778625936.964614 format_expand1: expanding format: #{@catppuccin_status_pomodoro_plus_text_bg}
1778625936.964621 format_expand1: found #{}: @catppuccin_status_pomodoro_plus_text_bg
1778625936.964631 format_replace: format '@catppuccin_status_pomodoro_plus_text_bg' not found
1778625936.964638 format_replace: replaced '@catppuccin_status_pomodoro_plus_text_bg' with ''
1778625936.964643 format_expand1: result is: 
1778625936.964649 format_replace: compare == left is: 
1778625936.964655 format_replace: compare == right is: 
1778625936.964672 format_replace: replaced '==:#{@catppuccin_status_pomodoro_plus_text_bg},' with '1'
1778625936.964679 format_expand1: result is: 1
1778625936.964686 yylex_token: end at WS
1778625936.964691 yylex_token: set
1778625936.964696 yylex_token: end at WS
1778625936.964700 yylex_token: -gqF
1778625936.964707 yylex_token: end at WS
1778625936.964712 yylex_token: @_ctp_module_text_bg
1778625936.964720 yylex_token: end at EOL
1778625936.964725 yylex_token: #{E:@catppuccin_status_module_text_bg}
1778625936.964732 yylex_get_word: %else
1778625936.964737 yylex_token: end at WS
1778625936.964742 yylex_token: set
1778625936.964747 yylex_token: end at WS
1778625936.964752 yylex_token: -gqF
1778625936.964759 yylex_token: end at WS
1778625936.964763 yylex_token: @_ctp_module_text_bg
1778625936.964771 yylex_token_variable: MODULE_NAME -> pomodoro_plus
1778625936.964777 yylex_token: end at EOL
1778625936.964783 yylex_token: #{@catppuccin_status_pomodoro_plus_text_bg}
1778625936.964789 yylex_get_word: %endif
1778625936.964796 yylex_token: end at WS
1778625936.964801 yylex_token: set
1778625936.964806 yylex_token: end at WS
1778625936.964810 yylex_token: -gF
1778625936.964819 yylex_token_variable: MODULE_NAME -> pomodoro_plus
1778625936.964824 yylex_token: end at WS
1778625936.964829 yylex_token: @catppuccin_status_pomodoro_plus
1778625936.964837 yylex_token_variable: MODULE_NAME -> pomodoro_plus
1778625936.964849 yylex_token: end at EOL
1778625936.964855 yylex_token: #[fg=#{@catppuccin_status_pomodoro_plus_icon_bg}]#{@_ctp_connect_style}#{@catppuccin_status_left_separator}
1778625936.964862 yylex_token: end at WS
1778625936.964867 yylex_token: set
1778625936.964887 yylex_token: end at WS
1778625936.964899 yylex_token: -agF
1778625936.964908 yylex_token_variable: MODULE_NAME -> pomodoro_plus
1778625936.964913 yylex_token: end at WS
1778625936.964918 yylex_token: @catppuccin_status_pomodoro_plus
1778625936.964927 yylex_token_variable: MODULE_NAME -> pomodoro_plus
1778625936.964936 yylex_token_variable: MODULE_NAME -> pomodoro_plus
1778625936.964944 yylex_token_variable: MODULE_NAME -> pomodoro_plus
1778625936.964949 yylex_token: end at EOL
1778625936.964956 yylex_token: #[fg=#{@catppuccin_status_pomodoro_plus_icon_fg},bg=#{@catppuccin_status_pomodoro_plus_icon_bg}]#{@catppuccin_pomodoro_plus_icon}
1778625936.964963 yylex_token: end at WS
1778625936.964968 yylex_token: set
1778625936.964973 yylex_token: end at WS
1778625936.964978 yylex_token: -agF
1778625936.964985 yylex_token_variable: MODULE_NAME -> pomodoro_plus
1778625936.964991 yylex_token: end at WS
1778625936.964996 yylex_token: @catppuccin_status_pomodoro_plus
1778625936.965004 yylex_token: end at EOL
1778625936.965009 yylex_token: #{@catppuccin_status_middle_separator}
1778625936.965015 yylex_token: end at WS
1778625936.965020 yylex_token: set
1778625936.965025 yylex_token: end at WS
1778625936.965030 yylex_token: -agF
1778625936.965037 yylex_token_variable: MODULE_NAME -> pomodoro_plus
1778625936.965042 yylex_token: end at WS
1778625936.965047 yylex_token: @catppuccin_status_pomodoro_plus
1778625936.965056 yylex_token_variable: MODULE_NAME -> pomodoro_plus
1778625936.965064 yylex_token: end at EOL
1778625936.965070 yylex_token: #[fg=#{@catppuccin_status_pomodoro_plus_text_fg},bg=#{@_ctp_module_text_bg}]
1778625936.965077 yylex_token: end at WS
1778625936.965081 yylex_token: set
1778625936.965086 yylex_token: end at WS
1778625936.965092 yylex_token: -ag
1778625936.965100 yylex_token_variable: MODULE_NAME -> pomodoro_plus
1778625936.965105 yylex_token: end at WS
1778625936.965110 yylex_token: @catppuccin_status_pomodoro_plus
1778625936.965117 yylex_token_variable: MODULE_NAME -> pomodoro_plus
1778625936.965123 yylex_token: end at EOL
1778625936.965128 yylex_token: #{E:@catppuccin_pomodoro_plus_text}
1778625936.965134 yylex_token: end at WS
1778625936.965138 yylex_token: set
1778625936.965144 yylex_token: end at WS
1778625936.965148 yylex_token: -agF
1778625936.965156 yylex_token_variable: MODULE_NAME -> pomodoro_plus
1778625936.965161 yylex_token: end at WS
1778625936.965178 yylex_token: @catppuccin_status_pomodoro_plus
1778625936.965192 yylex_token: end at EOL
1778625936.965199 yylex_token: #[fg=#{@_ctp_module_text_bg}]#{@_ctp_connect_style}#{@catppuccin_status_right_separator}
1778625936.965206 yylex_token: end at WS
1778625936.965210 yylex_token: set
1778625936.965215 yylex_token: end at WS
1778625936.965220 yylex_token: -ug
1778625936.965227 yylex_token: end at EOL
1778625936.965231 yylex_token: @_ctp_connect_style
1778625936.965237 yylex_token: end at WS
1778625936.965242 yylex_token: set
1778625936.965247 yylex_token: end at WS
1778625936.965252 yylex_token: -ug
1778625936.965259 yylex_token: end at EOL
1778625936.965263 yylex_token: @_ctp_module_text_bg
1778625936.965271 cmd_parse_build_commands 0:0: set
1778625936.965276 cmd_parse_build_commands 0:1: -gqF
1778625936.965281 cmd_parse_build_commands 0:2: @_ctp_connect_style
1778625936.965288 cmd_parse_build_commands 0:3: #{?#{==:#{@catppuccin_status_connect_separator},yes},,#[bg=default]}
1778625936.965293 cmd_parse_build_commands 1:0: set
1778625936.965298 cmd_parse_build_commands 1:1: -ogqF
1778625936.965304 cmd_parse_build_commands 1:2: @catppuccin_status_pomodoro_plus_icon_fg
1778625936.965309 cmd_parse_build_commands 1:3: #{E:@thm_crust}
1778625936.965314 cmd_parse_build_commands 2:0: set
1778625936.965319 cmd_parse_build_commands 2:1: -ogqF
1778625936.965325 cmd_parse_build_commands 2:2: @catppuccin_status_pomodoro_plus_text_fg
1778625936.965330 cmd_parse_build_commands 2:3: #{E:@thm_fg}
1778625936.965335 cmd_parse_build_commands 3:0: set
1778625936.965340 cmd_parse_build_commands 3:1: -gqF
1778625936.965345 cmd_parse_build_commands 3:2: @catppuccin_status_pomodoro_plus_icon_bg
1778625936.965351 cmd_parse_build_commands 3:3: #{@catppuccin_pomodoro_plus_color}
1778625936.965356 cmd_parse_build_commands 4:0: set
1778625936.965362 cmd_parse_build_commands 4:1: -gqF
1778625936.965368 cmd_parse_build_commands 4:2: @_ctp_module_text_bg
1778625936.965374 cmd_parse_build_commands 4:3: #{E:@catppuccin_status_module_text_bg}
1778625936.965379 cmd_parse_build_commands 5:0: set
1778625936.965384 cmd_parse_build_commands 5:1: -gF
1778625936.965390 cmd_parse_build_commands 5:2: @catppuccin_status_pomodoro_plus
1778625936.965396 cmd_parse_build_commands 5:3: #[fg=#{@catppuccin_status_pomodoro_plus_icon_bg}]#{@_ctp_connect_style}#{@catppuccin_status_left_separator}
1778625936.965402 cmd_parse_build_commands 6:0: set
1778625936.965407 cmd_parse_build_commands 6:1: -agF
1778625936.965413 cmd_parse_build_commands 6:2: @catppuccin_status_pomodoro_plus
1778625936.965420 cmd_parse_build_commands 6:3: #[fg=#{@catppuccin_status_pomodoro_plus_icon_fg},bg=#{@catppuccin_status_pomodoro_plus_icon_bg}]#{@catppuccin_pomodoro_plus_icon}
1778625936.965426 cmd_parse_build_commands 7:0: set
1778625936.965431 cmd_parse_build_commands 7:1: -agF
1778625936.965436 cmd_parse_build_commands 7:2: @catppuccin_status_pomodoro_plus
1778625936.965442 cmd_parse_build_commands 7:3: #{@catppuccin_status_middle_separator}
1778625936.965448 cmd_parse_build_commands 8:0: set
1778625936.965453 cmd_parse_build_commands 8:1: -agF
1778625936.965458 cmd_parse_build_commands 8:2: @catppuccin_status_pomodoro_plus
1778625936.965465 cmd_parse_build_commands 8:3: #[fg=#{@catppuccin_status_pomodoro_plus_text_fg},bg=#{@_ctp_module_text_bg}]
1778625936.965470 cmd_parse_build_commands 9:0: set
1778625936.965475 cmd_parse_build_commands 9:1: -ag
1778625936.965481 cmd_parse_build_commands 9:2: @catppuccin_status_pomodoro_plus
1778625936.965486 cmd_parse_build_commands 9:3: #{E:@catppuccin_pomodoro_plus_text}
1778625936.965491 cmd_parse_build_commands 10:0: set
1778625936.965496 cmd_parse_build_commands 10:1: -agF
1778625936.965502 cmd_parse_build_commands 10:2: @catppuccin_status_pomodoro_plus
1778625936.965509 cmd_parse_build_commands 10:3: #[fg=#{@_ctp_module_text_bg}]#{@_ctp_connect_style}#{@catppuccin_status_right_separator}
1778625936.965514 cmd_parse_build_commands 11:0: set
1778625936.965519 cmd_parse_build_commands 11:1: -ug
1778625936.965525 cmd_parse_build_commands 11:2: @_ctp_connect_style
1778625936.965540 cmd_parse_build_commands 12:0: set
1778625936.965546 cmd_parse_build_commands 12:1: -ug
1778625936.965552 cmd_parse_build_commands 12:2: @_ctp_module_text_bg
1778625936.965567 args_parse_flags: next -gqF
1778625936.965572 args_parse_flags: -g
1778625936.965577 args_parse_flags: -q
1778625936.965582 args_parse_flags: -F
1778625936.965587 args_parse_flags: next @_ctp_connect_style
1778625936.965592 args_parse: flags end at 2 of 4
1778625936.965598 args_parse: 2 = @_ctp_connect_style (type STRING)
1778625936.965605 args_parse: 3 = #{?#{==:#{@catppuccin_status_connect_separator},yes},,#[bg=default]} (type STRING)
1778625936.965617 args_parse_flags: next -ogqF
1778625936.965623 args_parse_flags: -o
1778625936.965627 args_parse_flags: -g
1778625936.965632 args_parse_flags: -q
1778625936.965637 args_parse_flags: -F
1778625936.965643 args_parse_flags: next @catppuccin_status_pomodoro_plus_icon_fg
1778625936.965648 args_parse: flags end at 2 of 4
1778625936.965654 args_parse: 2 = @catppuccin_status_pomodoro_plus_icon_fg (type STRING)
1778625936.965660 args_parse: 3 = #{E:@thm_crust} (type STRING)
1778625936.965672 args_parse_flags: next -ogqF
1778625936.965677 args_parse_flags: -o
1778625936.965682 args_parse_flags: -g
1778625936.965686 args_parse_flags: -q
1778625936.965693 args_parse_flags: -F
1778625936.965699 args_parse_flags: next @catppuccin_status_pomodoro_plus_text_fg
1778625936.965704 args_parse: flags end at 2 of 4
1778625936.965710 args_parse: 2 = @catppuccin_status_pomodoro_plus_text_fg (type STRING)
1778625936.965715 args_parse: 3 = #{E:@thm_fg} (type STRING)
1778625936.965727 args_parse_flags: next -gqF
1778625936.965732 args_parse_flags: -g
1778625936.965737 args_parse_flags: -q
1778625936.965741 args_parse_flags: -F
1778625936.965747 args_parse_flags: next @catppuccin_status_pomodoro_plus_icon_bg
1778625936.965752 args_parse: flags end at 2 of 4
1778625936.965758 args_parse: 2 = @catppuccin_status_pomodoro_plus_icon_bg (type STRING)
1778625936.965764 args_parse: 3 = #{@catppuccin_pomodoro_plus_color} (type STRING)
1778625936.965776 args_parse_flags: next -gqF
1778625936.965781 args_parse_flags: -g
1778625936.965786 args_parse_flags: -q
1778625936.965791 args_parse_flags: -F
1778625936.965796 args_parse_flags: next @_ctp_module_text_bg
1778625936.965801 args_parse: flags end at 2 of 4
1778625936.965807 args_parse: 2 = @_ctp_module_text_bg (type STRING)
1778625936.965813 args_parse: 3 = #{E:@catppuccin_status_module_text_bg} (type STRING)
1778625936.965825 args_parse_flags: next -gF
1778625936.965830 args_parse_flags: -g
1778625936.965835 args_parse_flags: -F
1778625936.965840 args_parse_flags: next @catppuccin_status_pomodoro_plus
1778625936.965845 args_parse: flags end at 2 of 4
1778625936.965851 args_parse: 2 = @catppuccin_status_pomodoro_plus (type STRING)
1778625936.965859 args_parse: 3 = #[fg=#{@catppuccin_status_pomodoro_plus_icon_bg}]#{@_ctp_connect_style}#{@catppuccin_status_left_separator} (type STRING)
1778625936.965882 args_parse_flags: next -agF
1778625936.965894 args_parse_flags: -a
1778625936.965900 args_parse_flags: -g
1778625936.965904 args_parse_flags: -F
1778625936.965910 args_parse_flags: next @catppuccin_status_pomodoro_plus
1778625936.965915 args_parse: flags end at 2 of 4
1778625936.965921 args_parse: 2 = @catppuccin_status_pomodoro_plus (type STRING)
1778625936.965929 args_parse: 3 = #[fg=#{@catppuccin_status_pomodoro_plus_icon_fg},bg=#{@catppuccin_status_pomodoro_plus_icon_bg}]#{@catppuccin_pomodoro_plus_icon} (type STRING)
1778625936.965943 args_parse_flags: next -agF
1778625936.965948 args_parse_flags: -a
1778625936.965952 args_parse_flags: -g
1778625936.965957 args_parse_flags: -F
1778625936.965962 args_parse_flags: next @catppuccin_status_pomodoro_plus
1778625936.965967 args_parse: flags end at 2 of 4
1778625936.965974 args_parse: 2 = @catppuccin_status_pomodoro_plus (type STRING)
1778625936.965981 args_parse: 3 = #{@catppuccin_status_middle_separator} (type STRING)
1778625936.965993 args_parse_flags: next -agF
1778625936.965998 args_parse_flags: -a
1778625936.966014 args_parse_flags: -g
1778625936.966020 args_parse_flags: -F
1778625936.966025 args_parse_flags: next @catppuccin_status_pomodoro_plus
1778625936.966031 args_parse: flags end at 2 of 4
1778625936.966037 args_parse: 2 = @catppuccin_status_pomodoro_plus (type STRING)
1778625936.966044 args_parse: 3 = #[fg=#{@catppuccin_status_pomodoro_plus_text_fg},bg=#{@_ctp_module_text_bg}] (type STRING)
1778625936.966058 args_parse_flags: next -ag
1778625936.966063 args_parse_flags: -a
1778625936.966068 args_parse_flags: -g
1778625936.966073 args_parse_flags: next @catppuccin_status_pomodoro_plus
1778625936.966078 args_parse: flags end at 2 of 4
1778625936.966084 args_parse: 2 = @catppuccin_status_pomodoro_plus (type STRING)
1778625936.966090 args_parse: 3 = #{E:@catppuccin_pomodoro_plus_text} (type STRING)
1778625936.966102 args_parse_flags: next -agF
1778625936.966107 args_parse_flags: -a
1778625936.966111 args_parse_flags: -g
1778625936.966116 args_parse_flags: -F
1778625936.966121 args_parse_flags: next @catppuccin_status_pomodoro_plus
1778625936.966126 args_parse: flags end at 2 of 4
1778625936.966132 args_parse: 2 = @catppuccin_status_pomodoro_plus (type STRING)
1778625936.966140 args_parse: 3 = #[fg=#{@_ctp_module_text_bg}]#{@_ctp_connect_style}#{@catppuccin_status_right_separator} (type STRING)
1778625936.966152 args_parse_flags: next -ug
1778625936.966157 args_parse_flags: -u
1778625936.966162 args_parse_flags: -g
1778625936.966168 args_parse_flags: next @_ctp_connect_style
1778625936.966173 args_parse: flags end at 2 of 3
1778625936.966179 args_parse: 2 = @_ctp_connect_style (type STRING)
1778625936.966190 args_parse_flags: next -ug
1778625936.966195 args_parse_flags: -u
1778625936.966200 args_parse_flags: -g
1778625936.966205 args_parse_flags: next @_ctp_module_text_bg
1778625936.966210 args_parse: flags end at 2 of 3
1778625936.966216 args_parse: 2 = @_ctp_module_text_bg (type STRING)
1778625936.966353 cmd_parse_build_commands: set-option -Fgq @_ctp_connect_style "#{?#{==:#{@catppuccin_status_connect_separator},yes},,#[bg=default]}" ;; set-option -Fgoq @catppuccin_status_pomodoro_plus_icon_fg "#{E:@thm_crust}" ;; set-option -Fgoq @catppuccin_status_pomodoro_plus_text_fg "#{E:@thm_fg}" ;; set-option -Fgq @catppuccin_status_pomodoro_plus_icon_bg "#{@catppuccin_pomodoro_plus_color}" ;; set-option -Fgq @_ctp_module_text_bg "#{E:@catppuccin_status_module_text_bg}" ;; set-option -Fg @catppuccin_status_pomodoro_plus "#[fg=#{@catppuccin_status_pomodoro_plus_icon_bg}]#{@_ctp_connect_style}#{@catppuccin_status_left_separator}" ;; set-option -Fag @catppuccin_status_pomodoro_plus "#[fg=#{@catppuccin_status_pomodoro_plus_icon_fg},bg=#{@catppuccin_status_pomodoro_plus_icon_bg}]#{@catppuccin_pomodoro_plus_icon}" ;; set-option -Fag @catppuccin_status_pomodoro_plus "#{@catppuccin_status_middle_separator}" ;; set-option -Fag @catppuccin_status_pomodoro_plus "#[fg=#{@catppuccin_status_pomodoro_plus_text_fg},bg=#{@_ctp_module_text_bg}]" ;; set-option -ag @catppuccin_status_pomodoro_plus "#{E:@catppuccin_pomodoro_plus_text}" ;; set-option -Fag @catppuccin_status_pomodoro_plus "#[fg=#{@_ctp_module_text_bg}]#{@_ctp_connect_style}#{@catppuccin_status_right_separator}" ;; set-option -gu @_ctp_connect_style ;; set-option -gu @_ctp_module_text_bg
1778625936.966378 cmdq_get_command: [set-option/0xaaab0526a230] group 4096
1778625936.966385 cmdq_get_command: [set-option/0xaaab052739a0] group 4099
1778625936.966392 cmdq_get_command: [set-option/0xaaab052252e0] group 4102
1778625936.966399 cmdq_get_command: [set-option/0xaaab0522c4f0] group 4105
1778625936.966405 cmdq_get_command: [set-option/0xaaab0524b300] group 4108
1778625936.966411 cmdq_get_command: [set-option/0xaaab05238ce0] group 4111
1778625936.966417 cmdq_get_command: [set-option/0xaaab0524dd70] group 4114
1778625936.966423 cmdq_get_command: [set-option/0xaaab052836d0] group 4117
1778625936.966429 cmdq_get_command: [set-option/0xaaab05287650] group 4120
1778625936.966436 cmdq_get_command: [set-option/0xaaab05241260] group 4123
1778625936.966442 cmdq_get_command: [set-option/0xaaab0529e040] group 4126
1778625936.966459 cmdq_get_command: [set-option/0xaaab052714a0] group 4129
1778625936.966466 cmdq_get_command: [set-option/0xaaab0525a380] group 4132
1778625936.966474 cmdq_insert_after <client-66720>: [set-option/0xaaab0526a230] after [source-file/0xaaab0524fd60]
1778625936.966481 cmdq_insert_after <client-66720>: [set-option/0xaaab052739a0] after [set-option/0xaaab0526a230]
1778625936.966488 cmdq_insert_after <client-66720>: [set-option/0xaaab052252e0] after [set-option/0xaaab052739a0]
1778625936.966495 cmdq_insert_after <client-66720>: [set-option/0xaaab0522c4f0] after [set-option/0xaaab052252e0]
1778625936.966501 cmdq_insert_after <client-66720>: [set-option/0xaaab0524b300] after [set-option/0xaaab0522c4f0]
1778625936.966508 cmdq_insert_after <client-66720>: [set-option/0xaaab05238ce0] after [set-option/0xaaab0524b300]
1778625936.966515 cmdq_insert_after <client-66720>: [set-option/0xaaab0524dd70] after [set-option/0xaaab05238ce0]
1778625936.966521 cmdq_insert_after <client-66720>: [set-option/0xaaab052836d0] after [set-option/0xaaab0524dd70]
1778625936.966528 cmdq_insert_after <client-66720>: [set-option/0xaaab05287650] after [set-option/0xaaab052836d0]
1778625936.966535 cmdq_insert_after <client-66720>: [set-option/0xaaab05241260] after [set-option/0xaaab05287650]
1778625936.966541 cmdq_insert_after <client-66720>: [set-option/0xaaab0529e040] after [set-option/0xaaab05241260]
1778625936.966548 cmdq_insert_after <client-66720>: [set-option/0xaaab052714a0] after [set-option/0xaaab0529e040]
1778625936.966555 cmdq_insert_after <client-66720>: [set-option/0xaaab0525a380] after [set-option/0xaaab052714a0]
1778625936.966562 unref client 0xaaab0529ead0 (53 references)
1778625936.966568 cmdq_next <global>: waiting
1778625936.966574 cmdq_next </dev/pts/0>: waiting
1778625936.966579 cmdq_next <client-66720>: enter
1778625936.966586 cmdq_next <client-66720>: [source-file/0xaaab0524fd60] (0), flags 1
1778625936.966592 unref client 0xaaab0529ead0 (52 references)
1778625936.966605 cmdq_next <client-66720>: [set-option/0xaaab0526a230] (0), flags 0
1778625936.966611 cmd_find_best_session: 0 sessions to try
1778625936.966617 cmd_find_current_client: no target, return (nil)
1778625936.966623 cmd_find_best_session: 0 sessions to try
1778625936.966630 cmd_find_target: target none, type pane, item 0xaaab0526a230, flags QUIET,CANFAIL
1778625936.966636 cmd_find_best_session: 0 sessions to try
1778625936.966641 cmd_find_target: error
1778625936.966648 format_defaults: c=none
1778625936.966653 format_defaults: s=none
1778625936.966657 format_defaults: wl=none
1778625936.966661 format_defaults: wp=none
1778625936.966668 format_expand1: expanding format: @_ctp_connect_style
1778625936.966674 format_expand1: result is: @_ctp_connect_style
1778625936.966680 unref client 0xaaab0529ead0 (52 references)
1778625936.966687 format_defaults: c=none
1778625936.966692 format_defaults: s=none
1778625936.966696 format_defaults: wl=none
1778625936.966701 format_defaults: wp=none
1778625936.966707 format_expand1: expanding format: #{?#{==:#{@catppuccin_status_connect_separator},yes},,#[bg=default]}
1778625936.966715 format_expand1: found #{}: ?#{==:#{@catppuccin_status_connect_separator},yes},,#[bg=default]
1778625936.966723 format_replace: condition is: #{==:#{@catppuccin_status_connect_separator},yes}
1778625936.966734 format_expand1: expanding format: #{==:#{@catppuccin_status_connect_separator},yes}
1778625936.966741 format_expand1: found #{}: ==:#{@catppuccin_status_connect_separator},yes
1778625936.966747 format_replace: modifier 0 is ==
1778625936.966755 format_expand1: expanding format: #{@catppuccin_status_connect_separator}
1778625936.966761 format_expand1: found #{}: @catppuccin_status_connect_separator
1778625936.966771 format_replace: format '@catppuccin_status_connect_separator' found: yes
1778625936.966778 format_replace: replaced '@catppuccin_status_connect_separator' with 'yes'
1778625936.966783 format_expand1: result is: yes
1778625936.966789 format_expand1: expanding format: yes
1778625936.966794 format_expand1: result is: yes
1778625936.966811 format_replace: compare == left is: yes
1778625936.966818 format_replace: compare == right is: yes
1778625936.966825 format_replace: replaced '==:#{@catppuccin_status_connect_separator},yes' with '1'
1778625936.966830 format_expand1: result is: 1
1778625936.966837 format_replace: condition '#{==:#{@catppuccin_status_connect_separator},yes}' is true
1778625936.966845 format_replace: replaced '?#{==:#{@catppuccin_status_connect_separator},yes},,#[bg=default]' with ''
1778625936.966850 format_expand1: result is: 
1778625936.966857 unref client 0xaaab0529ead0 (52 references)
1778625936.966866 options_push_changes: @_ctp_connect_style
1778625936.966885 cmd_find_best_session: 0 sessions to try
1778625936.966898 unref client 0xaaab0529ead0 (51 references)
1778625936.966906 cmdq_next <client-66720>: [set-option/0xaaab052739a0] (0), flags 0
1778625936.966912 cmd_find_best_session: 0 sessions to try
1778625936.966918 cmd_find_current_client: no target, return (nil)
1778625936.966923 cmd_find_best_session: 0 sessions to try
1778625936.966931 cmd_find_target: target none, type pane, item 0xaaab052739a0, flags QUIET,CANFAIL
1778625936.966936 cmd_find_best_session: 0 sessions to try
1778625936.966941 cmd_find_target: error
1778625936.966948 format_defaults: c=none
1778625936.966953 format_defaults: s=none
1778625936.966957 format_defaults: wl=none
1778625936.966962 format_defaults: wp=none
1778625936.966968 format_expand1: expanding format: @catppuccin_status_pomodoro_plus_icon_fg
1778625936.966975 format_expand1: result is: @catppuccin_status_pomodoro_plus_icon_fg
1778625936.966981 unref client 0xaaab0529ead0 (51 references)
1778625936.966987 format_defaults: c=none
1778625936.966992 format_defaults: s=none
1778625936.966996 format_defaults: wl=none
1778625936.967001 format_defaults: wp=none
1778625936.967006 format_expand1: expanding format: #{E:@thm_crust}
1778625936.967012 format_expand1: found #{}: E:@thm_crust
1778625936.967019 format_replace: modifier 0 is E
1778625936.967027 format_replace: format '@thm_crust' found: #11111b
1778625936.967033 format_expand1: expanding format: #11111b
1778625936.967039 format_expand1: result is: #11111b
1778625936.967045 format_replace: replaced 'E:@thm_crust' with '#11111b'
1778625936.967051 format_expand1: result is: #11111b
1778625936.967057 unref client 0xaaab0529ead0 (51 references)
1778625936.967067 options_push_changes: @catppuccin_status_pomodoro_plus_icon_fg
1778625936.967075 cmd_find_best_session: 0 sessions to try
1778625936.967080 unref client 0xaaab0529ead0 (50 references)
1778625936.967087 cmdq_next <client-66720>: [set-option/0xaaab052252e0] (0), flags 0
1778625936.967093 cmd_find_best_session: 0 sessions to try
1778625936.967099 cmd_find_current_client: no target, return (nil)
1778625936.967104 cmd_find_best_session: 0 sessions to try
1778625936.967111 cmd_find_target: target none, type pane, item 0xaaab052252e0, flags QUIET,CANFAIL
1778625936.967117 cmd_find_best_session: 0 sessions to try
1778625936.967122 cmd_find_target: error
1778625936.967129 format_defaults: c=none
1778625936.967134 format_defaults: s=none
1778625936.967139 format_defaults: wl=none
1778625936.967143 format_defaults: wp=none
1778625936.967149 format_expand1: expanding format: @catppuccin_status_pomodoro_plus_text_fg
1778625936.967156 format_expand1: result is: @catppuccin_status_pomodoro_plus_text_fg
1778625936.967162 unref client 0xaaab0529ead0 (50 references)
1778625936.967168 format_defaults: c=none
1778625936.967173 format_defaults: s=none
1778625936.967177 format_defaults: wl=none
1778625936.967182 format_defaults: wp=none
1778625936.967188 format_expand1: expanding format: #{E:@thm_fg}
1778625936.967193 format_expand1: found #{}: E:@thm_fg
1778625936.967199 format_replace: modifier 0 is E
1778625936.967207 format_replace: format '@thm_fg' found: #cdd6f4
1778625936.967213 format_expand1: expanding format: #cdd6f4
1778625936.967218 format_expand1: result is: #cdd6f4
1778625936.967224 format_replace: replaced 'E:@thm_fg' with '#cdd6f4'
1778625936.967230 format_expand1: result is: #cdd6f4
1778625936.967248 unref client 0xaaab0529ead0 (50 references)
1778625936.967260 options_push_changes: @catppuccin_status_pomodoro_plus_text_fg
1778625936.967267 cmd_find_best_session: 0 sessions to try
1778625936.967272 unref client 0xaaab0529ead0 (49 references)
1778625936.967279 cmdq_next <client-66720>: [set-option/0xaaab0522c4f0] (0), flags 0
1778625936.967285 cmd_find_best_session: 0 sessions to try
1778625936.967291 cmd_find_current_client: no target, return (nil)
1778625936.967296 cmd_find_best_session: 0 sessions to try
1778625936.967303 cmd_find_target: target none, type pane, item 0xaaab0522c4f0, flags QUIET,CANFAIL
1778625936.967309 cmd_find_best_session: 0 sessions to try
1778625936.967314 cmd_find_target: error
1778625936.967320 format_defaults: c=none
1778625936.967325 format_defaults: s=none
